price,area,bedrooms,bathrooms,year_built,dataset,price_per_sqft,log_price,house_age
184000.0,1337.0,2.0,2.0,1999.0,Ames,137.62154076290201,12.122696471358964,27.0
96000.0,987.0,2.0,1.5,1971.0,Ames,97.26443768996961,11.472113887062386,55.0
105500.0,1092.0,3.0,1.5,1971.0,Ames,96.6117216117216,11.566475710526321,55.0
88000.0,1092.0,3.0,1.5,1971.0,Ames,80.58608058608058,11.385103457032141,55.0
127500.0,1069.0,2.0,2.0,1977.0,Ames,119.27034611786716,11.755879486687116,49.0
149900.0,1456.0,3.0,2.5,1975.0,Ames,102.9532967032967,11.917730355182513,51.0
120000.0,836.0,2.0,1.0,1975.0,Ames,143.54066985645932,11.695255355062795,51.0
146000.0,1456.0,3.0,2.5,1978.0,Ames,100.27472527472527,11.891368749982085,48.0
376162.0,2334.0,3.0,2.5,2009.0,Ames,161.1662382176521,12.837777839071741,17.0
306000.0,1704.0,3.0,2.0,2007.0,Ames,179.57746478873239,12.631343648903034,19.0
395192.0,1940.0,3.0,2.5,2009.0,Ames,203.70721649484537,12.887129532148373,17.0
290941.0,1544.0,3.0,2.0,2009.0,Ames,188.4332901554404,12.580879213573434,17.0
220000.0,1541.0,3.0,2.0,2005.0,Ames,142.76443867618428,12.301387370778713,21.0
275000.0,1698.0,3.0,2.0,2005.0,Ames,161.95524146054183,12.524530013005734,21.0
259000.0,1822.0,3.0,2.0,2005.0,Ames,142.15148188803514,12.464587201678082,21.0
214000.0,1535.0,3.0,2.0,2004.0,Ames,139.41368078175896,12.273735966890268,22.0
611657.0,2364.0,2.0,2.5,2009.0,Ames,258.73815566835873,13.323928581764989,17.0
224000.0,1358.0,2.0,2.0,2009.0,Ames,164.94845360824743,12.319405795112926,17.0
500000.0,2696.0,3.0,2.5,2003.0,Ames,185.459940652819,13.122365377402328,23.0
320000.0,2250.0,3.0,2.5,2002.0,Ames,142.22222222222223,12.676079399771027,24.0
319900.0,1752.0,2.0,2.0,2005.0,Ames,182.59132420091325,12.675766851909591,21.0
205000.0,1370.0,2.0,2.0,2006.0,Ames,149.63503649635035,12.230770136157428,20.0
175500.0,1626.0,2.0,2.5,2003.0,Ames,107.93357933579335,12.075400019877522,23.0
199500.0,1324.0,3.0,2.0,2005.0,Ames,150.6797583081571,12.20357452783082,21.0
160000.0,1145.0,2.0,2.0,2006.0,Ames,139.73799126637556,11.982935344196433,20.0
192000.0,1269.0,2.0,2.0,2004.0,Ames,151.30023640661938,12.165255859329688,22.0
184500.0,1374.0,3.0,2.5,2004.0,Ames,134.27947598253274,12.12541016250223,22.0
216500.0,1960.0,4.0,2.5,2002.0,Ames,110.45918367346938,12.285350445351659,24.0
185088.0,1733.0,3.0,2.5,2004.0,Ames,106.80207732256203,12.12859206945914,22.0
180000.0,1430.0,3.0,2.5,2000.0,Ames,125.87412587412588,12.100717685412471,26.0
222500.0,2035.0,3.0,2.5,2001.0,Ames,109.33660933660934,12.312686874960354,25.0
333168.0,2599.0,4.0,2.5,1999.0,Ames,128.19084263178146,12.716405147731708,27.0
355000.0,2475.0,4.0,2.5,1998.0,Ames,143.43434343434345,12.779875885354993,28.0
260400.0,1720.0,3.0,2.0,1996.0,Ames,151.3953488372093,12.469978029554953,30.0
325000.0,2622.0,3.0,2.5,1994.0,Ames,123.95118230358504,12.691583538230217,32.0
290000.0,2270.0,4.0,2.5,1999.0,Ames,127.7533039647577,12.577639650232573,27.0
221000.0,1839.0,4.0,2.5,1998.0,Ames,120.17400761283307,12.30592250537653,28.0
410000.0,3238.0,4.0,2.5,1995.0,Ames,126.6213712168005,12.923914877701906,31.0
221500.0,1595.0,2.0,2.0,2005.0,Ames,138.87147335423197,12.308182383129823,21.0
204500.0,1218.0,2.0,2.0,2009.0,Ames,167.89819376026273,12.228328144428588,17.0
215200.0,1547.0,3.0,2.5,2009.0,Ames,139.10795087265674,12.279327754099118,17.0
262500.0,1566.0,3.0,2.0,2008.0,Ames,167.62452107279694,12.47801017053037,18.0
254900.0,1947.0,3.0,2.5,2004.0,Ames,130.91936312275294,12.448630513463613,22.0
271500.0,1468.0,2.0,2.0,2005.0,Ames,184.94550408719346,12.511721101590597,21.0
233000.0,2084.0,4.0,2.5,2004.0,Ames,111.8042226487524,12.358798024384122,22.0
181000.0,1659.0,3.0,2.5,2004.0,Ames,109.10186859553949,12.10625783509458,22.0
205000.0,2110.0,3.0,2.5,1994.0,Ames,97.1563981042654,12.230770136157428,32.0
143000.0,923.0,2.0,2.0,1980.0,Ames,154.92957746478874,11.870606902224587,46.0
189000.0,1845.0,3.0,2.5,1992.0,Ames,102.4390243902439,12.149507585033072,34.0
99500.0,918.0,2.0,2.0,1979.0,Ames,108.38779956427015,11.507922973347437,47.0
125000.0,752.0,2.0,1.0,1984.0,Ames,166.22340425531914,11.736077016252437,42.0
194500.0,1744.0,3.0,2.5,1993.0,Ames,111.52522935779817,12.178192583415596,33.0
152000.0,1097.0,3.0,2.0,1984.0,Ames,138.55970829535096,11.931642378754141,42.0
171000.0,1564.0,3.0,2.5,1980.0,Ames,109.33503836317135,12.049424683420915,46.0
67500.0,1012.0,2.0,1.0,1920.0,Ames,66.699604743083,11.119897691565697,106.0
112000.0,1902.0,4.0,2.0,1978.0,Ames,58.88538380651946,11.626263078808801,48.0
148000.0,1155.0,3.0,1.0,1961.0,Ames,128.13852813852813,11.904974309480183,65.0
138500.0,894.0,3.0,1.0,1965.0,Ames,154.92170022371366,11.83863282480007,61.0
122000.0,900.0,3.0,1.0,1967.0,Ames,135.55555555555554,11.711784520403112,59.0
133000.0,1040.0,3.0,1.5,1963.0,Ames,127.88461538461539,11.798111925972618,63.0
127000.0,1040.0,3.0,1.5,1962.0,Ames,122.11538461538461,11.751950239425476,64.0
169000.0,1494.0,3.0,2.0,1974.0,Ames,113.11914323962517,12.037659911047468,52.0
190000.0,1923.0,3.0,2.5,1992.0,Ames,98.80395215808632,12.154784614286667,34.0
362500.0,2349.0,4.0,2.5,1993.0,Ames,154.320987654321,12.80078251189375,33.0
285000.0,2225.0,4.0,2.5,1992.0,Ames,128.08988764044943,12.560247968016562,34.0
260000.0,1488.0,2.0,2.0,2004.0,Ames,174.7311827956989,12.468440756144114,22.0
190000.0,1680.0,2.0,2.5,2004.0,Ames,113.0952380952381,12.154784614286667,22.0
155000.0,1200.0,2.0,2.5,2004.0,Ames,129.16666666666666,11.951186847493476,22.0
151000.0,1200.0,2.0,2.5,2004.0,Ames,125.83333333333333,11.92504173829169,22.0
149500.0,1200.0,2.0,2.5,2004.0,Ames,124.58333333333333,11.915058360753719,22.0
152000.0,1236.0,2.0,2.5,2005.0,Ames,122.97734627831716,11.931642378754141,21.0
222000.0,1478.0,2.0,2.5,2009.0,Ames,150.20297699594045,12.310437165348775,17.0
177500.0,1573.0,3.0,2.5,2000.0,Ames,112.84170375079466,12.086731521684555,26.0
177000.0,1512.0,2.0,2.5,2000.0,Ames,117.06349206349206,12.083910661257521,26.0
155000.0,1416.0,3.0,2.5,1999.0,Ames,109.46327683615819,11.951186847493476,27.0
147110.0,1080.0,2.0,2.5,2003.0,Ames,136.21296296296296,11.898942682855576,23.0
267916.0,1418.0,1.0,1.5,2010.0,Ames,188.93935119887166,12.498432510033044,16.0
254000.0,1848.0,3.0,2.5,2000.0,Ames,137.44588744588745,12.445093483000798,26.0
155000.0,788.0,1.0,1.0,1980.0,Ames,196.7005076142132,11.951186847493476,46.0
206000.0,1226.0,1.0,1.0,1978.0,Ames,168.02610114192495,12.235636302128867,48.0
130500.0,1479.0,3.0,2.5,1976.0,Ames,88.23529411764706,11.779136168550774,50.0
230000.0,1492.0,3.0,2.0,2002.0,Ames,154.15549597855227,12.345838935721968,24.0
218500.0,1829.0,4.0,2.0,1967.0,Ames,119.46418808091853,12.294545870166347,59.0
243500.0,2495.0,4.0,2.5,1993.0,Ames,97.59519038076152,12.40287632827253,33.0
205000.0,1610.0,3.0,2.0,1977.0,Ames,127.32919254658385,12.230770136157428,49.0
212500.0,1891.0,3.0,3.0,1978.0,Ames,112.37440507667901,12.26670197321789,48.0
196500.0,1714.0,3.0,2.5,1988.0,Ames,114.6441073512252,12.188422799337028,38.0
197500.0,1381.0,3.0,1.5,1972.0,Ames,143.01230992034758,12.193498926601634,54.0
171000.0,1645.0,4.0,2.0,1971.0,Ames,103.95136778115501,12.049424683420915,55.0
142250.0,1232.0,3.0,1.5,1966.0,Ames,115.46266233766234,11.865348381840844,60.0
143000.0,1328.0,3.0,1.5,1963.0,Ames,107.68072289156626,11.870606902224587,63.0
128950.0,1225.0,3.0,1.5,1959.0,Ames,105.26530612244898,11.767187766223199,67.0
159000.0,1209.0,3.0,1.0,1966.0,Ames,131.5136476426799,11.976665770490767,60.0
178900.0,1510.0,3.0,2.0,1967.0,Ames,118.47682119205298,12.094587859196112,59.0
136300.0,1775.0,3.0,2.0,1964.0,Ames,76.78873239436619,11.822620954414864,62.0
180500.0,1152.0,3.0,1.0,1964.0,Ames,156.68402777777777,12.103491596905931,62.0
137500.0,1054.0,3.0,1.0,1963.0,Ames,130.45540796963948,11.83138646878959,63.0
142125.0,1078.0,2.0,1.0,1950.0,Ames,131.8413729128015,11.864469267087891,76.0
197600.0,2461.0,3.0,2.0,1952.0,Ames,80.29256399837465,12.194005125011843,74.0
172500.0,1556.0,3.0,2.0,1949.0,Ames,110.8611825192802,12.058158312538197,77.0
116500.0,858.0,2.0,1.0,1958.0,Ames,135.78088578088577,11.665655135642039,68.0
76500.0,1306.0,3.0,1.0,1940.0,Ames,58.575803981623274,11.245059091624615,86.0
128000.0,1063.0,3.0,1.0,1954.0,Ames,120.41392285983066,11.759793355371237,72.0
153000.0,1520.0,3.0,1.0,1955.0,Ames,100.65789473684211,11.938199736300925,71.0
132000.0,1268.0,2.0,1.0,1954.0,Ames,104.10094637223975,11.790564777297387,72.0
178000.0,1128.0,2.0,1.0,1966.0,Ames,157.80141843971631,12.08954444723597,60.0
154300.0,2274.0,5.0,2.0,1960.0,Ames,67.85400175901495,11.946660519211651,66.0
180000.0,2207.0,3.0,2.0,1970.0,Ames,81.55867693701857,12.100717685412471,56.0
190000.0,1888.0,2.0,2.5,1966.0,Ames,100.63559322033899,12.154784614286667,60.0
135000.0,1604.0,4.0,2.0,1958.0,Ames,84.16458852867831,11.813037464800539,68.0
214000.0,1480.0,3.0,2.0,2003.0,Ames,144.59459459459458,12.273735966890268,23.0
136000.0,1143.0,3.0,1.0,1959.0,Ames,118.98512685914261,11.820417517632333,67.0
165500.0,1700.0,4.0,1.5,1959.0,Ames,97.3529411764706,12.016732516077072,67.0
145000.0,1314.0,3.0,1.0,1957.0,Ames,110.35007610350075,11.884495917930655,69.0
148000.0,1194.0,3.0,1.0,1959.0,Ames,123.95309882747068,11.904974309480183,67.0
142000.0,1188.0,3.0,1.0,1959.0,Ames,119.52861952861953,11.863589378812122,67.0
167500.0,1264.0,3.0,1.0,1960.0,Ames,132.51582278481013,12.02874460037869,66.0
108538.0,1206.0,3.0,1.0,1959.0,Ames,89.9983416252073,11.594864834381662,67.0
159500.0,1580.0,3.0,1.5,1959.0,Ames,100.9493670886076,11.979805470779858,67.0
108000.0,1337.0,3.0,1.0,1956.0,Ames,80.77786088257292,11.58989576532275,70.0
135000.0,1064.0,2.0,1.0,1952.0,Ames,126.8796992481203,11.813037464800539,74.0
122500.0,972.0,3.0,1.0,1955.0,Ames,126.02880658436214,11.715874472198905,71.0
119000.0,988.0,2.0,1.0,1958.0,Ames,120.44534412955466,11.686887175419702,68.0
109000.0,1057.0,3.0,1.0,1953.0,Ames,103.12204351939451,11.599112335481124,73.0
105000.0,985.0,2.0,1.0,1920.0,Ames,106.5989847715736,11.561725152903833,106.0
107500.0,827.0,2.0,1.0,1955.0,Ames,129.98790810157195,11.58525542883217,71.0
144900.0,1086.0,3.0,1.0,1954.0,Ames,133.4254143646409,11.88380602959621,72.0
129000.0,936.0,2.0,1.0,1956.0,Ames,137.82051282051282,11.767575435251748,70.0
97500.0,1458.0,3.0,1.0,1948.0,Ames,66.8724279835391,11.487617913343598,78.0
144000.0,1056.0,0.0,0.0,1980.0,Ames,136.36363636363637,11.87757552297847,46.0
162000.0,1287.0,3.0,1.0,1959.0,Ames,125.87412587412588,11.995357787034976,67.0
242000.0,2978.0,5.0,2.5,1967.0,Ames,81.26259234385493,12.396697137361691,59.0
132000.0,1224.0,3.0,1.0,1948.0,Ames,107.84313725490196,11.790564777297387,78.0
154000.0,1246.0,3.0,1.5,1959.0,Ames,123.59550561797752,11.944714374881176,67.0
166000.0,1385.0,4.0,2.0,1952.0,Ames,119.85559566787003,12.019749091416921,74.0
134800.0,900.0,3.0,1.0,1951.0,Ames,149.77777777777777,11.811554895830454,75.0
160000.0,1116.0,3.0,1.5,1962.0,Ames,143.36917562724014,11.982935344196433,64.0
148000.0,1175.0,3.0,1.5,1960.0,Ames,125.95744680851064,11.904974309480183,66.0
192000.0,1395.0,2.0,1.0,1963.0,Ames,137.63440860215053,12.165255859329688,63.0
155000.0,1839.0,4.0,1.5,1966.0,Ames,84.28493746601414,11.951186847493476,60.0
96500.0,1140.0,3.0,1.0,1910.0,Ames,84.64912280701755,11.477308649967686,116.0
109500.0,936.0,2.0,1.0,1920.0,Ames,116.98717948717949,11.603688960617083,106.0
115000.0,1028.0,2.0,1.0,1927.0,Ames,111.86770428015564,11.652696102959753,99.0
143000.0,1347.0,3.0,1.0,1957.0,Ames,106.16184112843355,11.870606902224587,69.0
107400.0,1605.0,3.0,2.0,1915.0,Ames,66.91588785046729,11.58432477200052,111.0
80000.0,747.0,2.0,1.0,1945.0,Ames,107.095046854083,11.289794413577894,81.0
119000.0,804.0,2.0,1.0,1940.0,Ames,148.0099502487562,11.686887175419702,86.0
130000.0,1316.0,3.0,1.0,1929.0,Ames,98.78419452887537,11.775297421715827,97.0
119000.0,1251.0,3.0,1.0,1938.0,Ames,95.12390087929656,11.686887175419702,88.0
129000.0,1633.0,3.0,1.0,1948.0,Ames,78.99571341090018,11.767575435251748,78.0
100000.0,1245.0,3.0,1.0,1920.0,Ames,80.32128514056225,11.51293546492023,106.0
105900.0,720.0,2.0,1.0,1928.0,Ames,147.08333333333334,11.570259974415547,98.0
150000.0,1566.0,3.0,2.0,1900.0,Ames,95.78544061302682,11.918397239722838,126.0
139000.0,1652.0,4.0,2.0,1915.0,Ames,84.14043583535108,11.842236406331555,111.0
240000.0,2268.0,3.0,3.0,1890.0,Ames,105.82010582010582,12.388398368982115,136.0
149700.0,1236.0,2.0,1.0,1957.0,Ames,121.11650485436893,11.916395250412128,69.0
125500.0,1363.0,3.0,1.0,1910.0,Ames,92.07630227439472,11.74006900564972,116.0
122500.0,2290.0,4.0,2.0,1885.0,Ames,53.493449781659386,11.715874472198905,141.0
140750.0,1470.0,2.0,1.5,1922.0,Ames,95.74829931972789,11.854747650772435,104.0
128500.0,1612.0,3.0,1.5,1950.0,Ames,79.71464019851116,11.763691965388299,76.0
209500.0,2068.0,3.0,1.5,1922.0,Ames,101.30560928433269,12.252483791602627,104.0
87000.0,765.0,2.0,1.0,1925.0,Ames,113.72549019607843,11.373674891823535,101.0
134000.0,1132.0,2.0,1.0,1939.0,Ames,118.37455830388693,11.80560254159177,87.0
128000.0,1196.0,3.0,1.5,1940.0,Ames,107.02341137123746,11.759793355371237,86.0
132000.0,1453.0,3.0,1.5,1942.0,Ames,90.84652443220922,11.790564777297387,84.0
139900.0,1416.0,3.0,1.5,1948.0,Ames,98.79943502824858,11.848690308590857,78.0
123900.0,1040.0,2.0,1.0,1936.0,Ames,119.13461538461539,11.727238138609684,90.0
138400.0,1536.0,4.0,2.0,1930.0,Ames,90.10416666666667,11.837910547573129,96.0
109500.0,1068.0,2.0,1.0,1923.0,Ames,102.52808988764045,11.603688960617083,103.0
140000.0,1710.0,3.0,2.0,1921.0,Ames,81.87134502923976,11.849404844423074,105.0
149500.0,1962.0,4.0,1.5,1915.0,Ames,76.19775739041795,11.915058360753719,111.0
159900.0,1560.0,3.0,1.5,1912.0,Ames,102.5,11.982310152711182,114.0
122000.0,1324.0,3.0,1.0,1920.0,Ames,92.14501510574019,11.711784520403112,106.0
110000.0,816.0,2.0,1.0,1963.0,Ames,134.80392156862746,11.608244735642321,63.0
55000.0,1092.0,3.0,2.0,1930.0,Ames,50.366300366300365,10.915106645867503,96.0
140000.0,1812.0,4.0,2.0,1900.0,Ames,77.2626931567329,11.849404844423074,126.0
244400.0,2403.0,4.0,2.0,1940.0,Ames,101.70620058260508,12.406565597924235,86.0
173000.0,1675.0,3.0,2.0,1959.0,Ames,103.28358208955224,12.06105265381003,67.0
107500.0,1224.0,3.0,1.5,1917.0,Ames,87.82679738562092,11.58525542883217,109.0
100000.0,1392.0,3.0,1.0,1915.0,Ames,71.83908045977012,11.51293546492023,111.0
95000.0,919.0,3.0,1.0,1940.0,Ames,103.37323177366703,11.461642696843066,86.0
114900.0,1680.0,2.0,2.0,1910.0,Ames,68.39285714285714,11.651826167019166,116.0
94000.0,1020.0,2.0,1.0,1875.0,Ames,92.15686274509804,11.451060699493427,151.0
136000.0,1832.0,4.0,2.0,1967.0,Ames,74.23580786026201,11.820417517632333,59.0
136500.0,1768.0,4.0,2.0,1968.0,Ames,77.20588235294117,11.824087219587643,58.0
131500.0,1039.0,3.0,1.5,1965.0,Ames,126.56400384985562,11.78676973513378,61.0
121500.0,1392.0,3.0,1.5,1957.0,Ames,87.28448275862068,11.707677772181546,69.0
125000.0,912.0,3.0,1.0,1967.0,Ames,137.06140350877192,11.736077016252437,59.0
154000.0,1060.0,3.0,1.0,1968.0,Ames,145.28301886792454,11.944714374881176,58.0
137900.0,892.0,3.0,1.0,1966.0,Ames,154.59641255605382,11.834291315386718,60.0
158000.0,1352.0,4.0,1.5,1969.0,Ames,116.86390532544378,11.970356641102999,57.0
137250.0,864.0,2.0,1.0,1968.0,Ames,158.85416666666666,11.829566645319733,58.0
160250.0,1373.0,3.0,1.0,1978.0,Ames,116.71522214129644,11.984496615013056,48.0
163000.0,1440.0,4.0,1.5,1968.0,Ames,113.19444444444444,12.001511614739405,58.0
158900.0,1386.0,3.0,2.5,1978.0,Ames,114.64646464646465,11.97603664577121,48.0
328000.0,2260.0,3.0,2.5,1996.0,Ames,145.13274336283186,12.700771936142122,30.0
270000.0,1483.0,1.0,1.5,1977.0,Ames,182.0633850303439,12.506180941677357,49.0
85000.0,756.0,2.0,1.0,1927.0,Ames,112.43386243386243,11.350418300109132,99.0
128000.0,1067.0,2.0,2.0,1950.0,Ames,119.96251171508904,11.759793355371237,76.0
260000.0,1524.0,0.0,0.5,1979.0,Ames,170.60367454068242,12.468440756144114,47.0
230000.0,1981.0,4.0,2.5,1978.0,Ames,116.10297829379101,12.345838935721968,48.0
124000.0,1610.0,4.0,2.0,1938.0,Ames,77.01863354037268,11.728044909070785,88.0
83000.0,835.0,2.0,1.0,1920.0,Ames,99.40119760479043,11.326607934898927,106.0
144500.0,1074.0,3.0,1.0,1950.0,Ames,134.5437616387337,11.881041706925902,76.0
129000.0,1144.0,3.0,1.0,1956.0,Ames,112.76223776223776,11.767575435251748,70.0
127000.0,1531.0,3.0,1.0,1947.0,Ames,82.9523187459177,11.751950239425476,79.0
128000.0,1172.0,3.0,1.0,1954.0,Ames,109.21501706484642,11.759793355371237,72.0
186000.0,1212.0,3.0,2.0,2009.0,Ames,153.46534653465346,12.133507329024972,17.0
308030.0,1508.0,1.0,1.0,2009.0,Ames,204.26392572944297,12.637955706241554,17.0
114000.0,1298.0,3.0,2.0,1964.0,Ames,87.82742681047766,11.643962499267984,62.0
84900.0,930.0,2.0,1.0,1946.0,Ames,91.29032258064517,11.349241150793087,80.0
178000.0,1732.0,3.0,2.5,1985.0,Ames,102.77136258660508,12.08954444723597,41.0
270000.0,1433.0,1.0,1.5,1987.0,Ames,188.4159106769016,12.506180941677357,39.0
218000.0,1802.0,3.0,2.5,1993.0,Ames,120.97669256381798,12.292254928916668,33.0
236000.0,1949.0,3.0,2.5,1993.0,Ames,121.0877373011801,12.371591321286905,33.0
147000.0,996.0,2.0,1.0,1992.0,Ames,147.59036144578315,11.898194668458823,34.0
245350.0,1694.0,3.0,2.0,2008.0,Ames,144.83471074380165,12.41044511731981,18.0
206000.0,1208.0,2.0,2.0,2006.0,Ames,170.52980132450332,12.235636302128867,20.0
198900.0,1226.0,3.0,2.0,2009.0,Ames,162.23491027732464,12.200562492481511,17.0
187000.0,1222.0,2.0,2.0,2010.0,Ames,153.02782324058919,12.138869243416009,16.0
320000.0,3222.0,5.0,3.0,1990.0,Ames,99.31719428926132,12.676079399771027,36.0
138500.0,1445.0,3.0,2.0,1900.0,Ames,95.8477508650519,11.83863282480007,126.0
155000.0,1052.0,3.0,1.0,1971.0,Ames,147.3384030418251,11.951186847493476,55.0
159000.0,965.0,2.0,1.0,1996.0,Ames,164.76683937823833,11.976665770490767,30.0
191000.0,1692.0,3.0,2.5,1997.0,Ames,112.88416075650119,12.160033942617156,29.0
200500.0,1682.0,3.0,2.5,1998.0,Ames,119.20332936979786,12.208574513247495,28.0
150000.0,1026.0,3.0,1.5,1977.0,Ames,146.19883040935673,11.918397239722838,49.0
161750.0,1392.0,3.0,1.5,1977.0,Ames,116.19971264367815,11.993813394724253,49.0
128200.0,894.0,3.0,1.0,1976.0,Ames,143.40044742729307,11.761354623750297,50.0
127000.0,876.0,3.0,1.0,1972.0,Ames,144.97716894977168,11.751950239425476,54.0
318000.0,1978.0,3.0,2.5,2003.0,Ames,160.7684529828109,12.669809806411457,23.0
272000.0,1601.0,3.0,2.0,2001.0,Ames,169.89381636477202,12.513561021741964,25.0
237000.0,1829.0,3.0,2.5,2003.0,Ames,129.5790049207217,12.37581963951765,23.0
240000.0,2098.0,4.0,2.5,1997.0,Ames,114.39466158245949,12.388398368982115,29.0
224900.0,1661.0,3.0,2.0,1998.0,Ames,135.4003612281758,12.323415584358154,28.0
143750.0,848.0,1.0,1.0,2003.0,Ames,169.51650943396226,11.87583791515714,23.0
143000.0,848.0,1.0,1.0,2004.0,Ames,168.6320754716981,11.870606902224587,22.0
232000.0,1668.0,3.0,2.0,2003.0,Ames,139.08872901678657,12.354496960983985,23.0
213000.0,1484.0,3.0,2.0,2004.0,Ames,143.5309973045822,12.269052139516223,22.0
185500.0,1414.0,3.0,2.0,2004.0,Ames,131.1881188118812,12.130815551850676,22.0
84900.0,640.0,2.0,1.0,1945.0,Ames,132.65625,11.349241150793087,81.0
155891.0,992.0,3.0,1.0,1954.0,Ames,157.14818548387098,11.956918738783733,72.0
100000.0,1664.0,4.0,2.0,1965.0,Ames,60.09615384615385,11.51293546492023,61.0
144000.0,1196.0,3.0,1.0,1968.0,Ames,120.40133779264214,11.87757552297847,58.0
64000.0,1120.0,2.0,1.0,1948.0,Ames,57.142857142857146,11.06665398721974,78.0
125200.0,1096.0,3.0,1.0,1975.0,Ames,114.23357664233576,11.737675724836684,51.0
107000.0,1117.0,3.0,1.0,1976.0,Ames,95.79230080572964,11.580593459194764,50.0
90000.0,960.0,3.0,1.0,1958.0,Ames,93.75,11.407576060361786,68.0
140000.0,1121.0,2.0,2.0,2003.0,Ames,124.88849241748439,11.849404844423074,23.0
113000.0,1487.0,3.0,1.5,1945.0,Ames,75.99193006052455,11.635151947212842,81.0
80000.0,924.0,2.0,1.0,1941.0,Ames,86.58008658008659,11.289794413577894,85.0
144500.0,1526.0,4.0,1.0,1957.0,Ames,94.69200524246396,11.881041706925902,69.0
104000.0,1296.0,2.0,2.0,1924.0,Ames,80.24691358024691,11.552155793461898,102.0
128000.0,1647.0,4.0,1.5,1915.0,Ames,77.7170613236187,11.759793355371237,111.0
58500.0,864.0,2.0,1.0,1914.0,Ames,67.70833333333333,10.97679912709094,112.0
127000.0,1691.0,3.0,2.0,1924.0,Ames,75.10348905972798,11.751950239425476,102.0
126000.0,856.0,2.0,1.0,1939.0,Ames,147.19626168224298,11.744045122410057,87.0
160000.0,2650.0,6.0,3.0,1967.0,Ames,60.37735849056604,11.982935344196433,59.0
100000.0,1666.0,3.0,1.0,1931.0,Ames,60.024009603841534,11.51293546492023,95.0
169000.0,2447.0,4.0,2.0,1919.0,Ames,69.06416019615857,12.037659911047468,107.0
257500.0,2133.0,4.0,1.5,1941.0,Ames,120.72198781059541,12.458778882573533,85.0
215000.0,2177.0,5.0,2.5,1950.0,Ames,98.75976113918236,12.278397958261774,76.0
266500.0,2340.0,4.0,2.0,1941.0,Ames,113.88888888888889,12.493133274926212,85.0
335000.0,1902.0,3.0,2.0,1959.0,Ames,176.130389064143,12.721888795877375,67.0
203135.0,1652.0,3.0,2.5,1994.0,Ames,122.96307506053269,12.221630984446026,32.0
185000.0,1034.0,1.0,1.0,1989.0,Ames,178.91682785299807,12.128116509451258,37.0
162500.0,1191.0,2.0,2.0,1989.0,Ames,136.4399664147775,11.998439434579149,37.0
289000.0,1801.0,1.0,2.0,1959.0,Ames,160.46640755136036,12.574185427296195,67.0
125500.0,1154.0,3.0,1.0,1922.0,Ames,108.7521663778163,11.74006900564972,104.0
